,id,caption,description,moreInfo,bannerImage,eng
1894,2896,Bộ dao inox cao cấp đang sale mạnh 30% trong ngày,Chỉ còn 33 bộ cuối,Nhanh tay đăng ký nhận ưu đãi,2896.jpg,High quality stainless steel knife set is on sale at a strong sale of 30% today. Last 33 sets left
1895,2897,"Băng keo siêu chống thấm nước được sử dụng trên mọi bề mặt như nhựa, tôn, gạch, bê tông",Chỉ còn 99 cuộn với ưu đãi đặc biệt ngày hôm nay,Giao hàng toàn quốc,2897.jpg,"Super waterproof tape can be used on all surfaces such as plastic, corrugated iron, brick, concrete Only 99 rolls left with special offer today"
1896,2900,Sở hữu vườn rau sạch tại nhà mà không cần chăm sóc. Giá chỉ 385k,Giảm giá 50% duy nhất hôm nay,Dịch vụ khác,2900.jpg,Own a clean vegetable garden at home without needing any care. Price only 385k Discount 50% today only
1897,2901,Hạn chế ẩm mốc ôi thiu thực phẩm nhờ chiếc máy hút chân không,Tặng kèm túi nilon,Thiết bị công nghệ,2901.jpg,Limit mold and spoilage of food thanks to the vacuum cleaner that comes with a free plastic bag
1898,2902,Một người 45kg di chuyển được vật nặng gấp 10 lần chỉ với dụng cụ này,"Giá rẻ, tiện lợi.",Kiểm tra hàng trước khi thanh toán,2902.jpg,A 45kg person can move objects 10 times heavier with just this tool. Cheap and convenient.
1899,2905,"Bộ xử lý chất lượng nước, loại bỏ clo, kim loại nặng, tạp chất bảo vệ sức khoẻ cả gia đình","Vận chuyển tại nhà, bảo hành 12 tháng",Chỉ còn 50 bộ cuối cùng. Xả hàng trong hôm nay,2905.jpg,"Water quality treatment kit, removes chlorine, heavy metals, impurities to protect the health of the whole family. Home delivery, 12 month warranty"
1900,2908,Hô biến căn phòng tắm cực đơn giản với chỉ 1 chiếc hộp nhỏ tiện lợi.,Tích hợp chỗ tra kem đánh răng.,Cốc nam châm.,2908.jpg,"Transforming the bathroom is extremely simple with just a small, convenient box. Integrated toothpaste dispenser."
1901,2910,Thanh lý cuối năm ấm pha cà phê siêu tốc chỉ 3 phút có ngay ly cà phê vị ngon nguyên chất,Giá chỉ còn 399.000đ,Đã bán hơn 10.035 sản phẩm ra thị trường,2910.jpg,"Clearance at the end of the year, super fast coffee pot, just 3 minutes to have a cup of pure delicious coffee Price only 399,000 VND"
1902,2911,"Tiện lợi, đa năng, sang trọng, cao cấp, kệ lấy kem tự động, kèm cốc cao cấp",Kệ dụng cụ phòng tắm trang trí cho phòng tắm tiện nghi,Bảo hành 12 tháng,2911.jpg,"Convenient, versatile, luxurious, high-class, automatic ice cream dispenser shelf, with high-quality cup Decorative bathroom utensil shelf for a comfortable bathroom"
1903,2922,"Xả kho 10 bàn làm việc gấp gọn thông minh, có quạt tản nhiệt cho máy tính lần đầu giảm 70%",JMC gia dụng cao cấp,Thiết bị công nghệ,2922.jpg,"Clearing stock of 10 smart folding desks with cooling fans for computers for the first time, 70% off JMC high-end household appliances"
1904,2924,Đòn bẩy chắc chắn. Nâng đồ di chuyển dễ dàng với 4 bánh xe,Giao hàng toàn quốc. Giảm 50%,Miễn phí vận chuyển,2924.jpg,Solid leverage. Lift and move items easily with 4 wheels. Nationwide delivery. Sale 50%
1905,2928,Thớt inox là gì mà tại sao được giới nội trợ khắp thế giới săn lùng thời gian gần đây?,Thớt inox 304 kháng khuẩn,,2928.jpg,What is a stainless steel cutting board and why is it recently sought after by housewives around the world? Antibacterial 304 stainless steel cutting board
1906,2930,Bà con đi mua bộ vòi sen tăng áp 150% kèm cảm biến nhiệt độ khi hay tin xả kho giảm 60%,Vòi sen tăng áp Navodo,,2930.jpg,People went to buy a 150% pressure shower set with a temperature sensor when they heard the news of a 60% discount Navodo pressure shower
1907,2932,Siêu bền - Chống thấm - Cách nhiệt,Băng keo siêu thấm,Mua 2 cuộn tặng 1 cuộn,2932.jpg,Super durable - Waterproof - Heat insulation Super absorbent tape
1908,2934,"Dao sắc, thớt sạch, sở hữu ngay trọn bộ làm đẹp thêm cho không gian bếp. An toàn vệ sinh",Ưu đãi khi mua trộn bộ cực lớn,Bảo hành 12 tháng,2934.jpg,"Sharp knives, clean cutting boards, own a complete set to beautify the kitchen space. Hygienic safety Discount when buying extra large mixing set"
1909,2935,Mẫu bàn xếp gỗ sồi cao cấp được giới công sở yêu thích đang xả kho giảm giá 55%,Giá chỉ còn 399.000đ,Số lượng giảm giá có hạn,2935.jpg,"The high-end oak folding table model loved by office workers is in stock with a 55% discount Price only 399,000 VND"
1910,2941,Không phải lo lắng mỗi khi dọn dẹp nhà cửa,Đã có bộ dụng cụ di chuyển đồ nặng,Thiết bị công nghệ,2941.jpg,No need to worry every time you clean the house. We have a set of tools for moving heavy items
1911,2945,Ở đây bán dụng cụ di chuyển vật nặng,Giao hàng toàn quốc,Miễn phí vận chuyển,2945.jpg,Here we sell heavy object moving tools with nationwide delivery
1912,2946,Bỏ qua những biện pháp bắt muỗi thủ công dùng ngay Okoda Miễn phí vận chuyển toàn quốc,Máy bắt muỗi Okoda,Không còn muỗi vo ve,2946.jpg,Skip the manual mosquito catching methods and use Okoda immediately Free shipping nationwide Okoda mosquito trap
1913,2950,Di chuyển vật nặng không cần tốn sức tại nhà. Nhờ hộp di chuyển vật nặng này,Xả giá sỉ - giảm 50% chỉ hôm nay,Bảo hành 36 tháng,2950.jpg,"Move heavy objects without effort at home. Thanks to this heavy object moving box, wholesale price - 50% off today only"
1914,2951,Bàn là mini cầm tay - quần áo phẳng phiu nhanh chóng,Ưu đãi 50%,Freeship,2951.jpg,Portable mini iron - irons clothes quickly50% off
1915,2953,Định tâm lưu giữ hương vị truyền thống. Với những nén hương thơm tự nhiên.,Nhấn quan tâm nhận ưu đãi 10%,Mua từ 5 hộp miễn phí ship,2953.jpg,Concentrate on preserving traditional flavors. With natural fragrance compresses. Click interested to receive 10% discount
1916,2954,"Cây chổi lau nhà tự vắt, vắt khô hơn với cây lau thông thường.",Sale khủng cho 1000 chiếc cuối cùng.,Dịch vụ khác,2954.jpg,The self-wringing mop is drier than a regular mop. Huge sale for the last 1000 pieces.
1917,2956,"Thực phẩm bảo quản lâu hơn, ngon hơn",Miễn phí giao hàng toàn quốc,Bảo hàng gấp 5 lần,2956.jpg,Food is preserved longer and tastes better. Free shipping nationwide
1918,2958,Dao sắc bén ngay khi sử dụng chiếc máy mài này. Mài 1 phút sắc bén như mới,Khuyến mãi 30% hôm nay,Giao hàng toàn quốc,2958.jpg,Knives are sharp immediately after using this sharpener. Sharpen like new in 1 minute. 30% off today
1919,2959,"Thay lời cảm ơn gửi tới khách hàng, gửi tới khách hàng nhiều phần quà giá trị và hấp dẫn",Thay lời cảm ơn cho hơn 1 triệu khách hàng,Số lượng có hạn,2959.jpg,"As a thank you to customers, send customers many valuable and attractive gifts. As a thank you to more than 1 million customers"
1920,2977,"Giải pháp chống bám bẩn cho bàn bếp, bàn lavabo bằng đá tự nhiên.",Chống bám bẩn bàn bếp bằng đá tự nhiên.,Mua sắm & Bán lẻ,2977.jpg,Anti-fouling solution for natural stone kitchen tables and sinks. Anti-fouling of natural stone kitchen tables.
1921,2979,"Đây là thùng rác cảm biến thông minh và hiện đại, sản phẩm cần thiết cho gia đình giảm 70%",Siêu thị trực tuyến Vinahome,Thiết bị công nghệ,2979.jpg,"This is a smart and modern sensor trash can, a necessary product for families with 70% off Vinahome online supermarket"
1922,2982,"Nhà ai đang dùng thớt nhựa, thớt gỗ mùn dăm, ẩm mốc chứa đầy vi khuẩn. Xem ngay giải pháp",Thớt inox Foodcom,,2982.jpg,Whose house is using plastic cutting boards or wood chip cutting boards that are moldy and full of bacteria? See the Foodcom stainless steel cutting board solution now
1923,2992,Tăng áp lực nước bồn rửa đáng kể nhờ chiếc vòi rửa này,Ưu đãi tiết kiệm 100.000 đồng,Đầu xoay 360 độ - đa dạng kiểu xịt,2992.jpg,"Significantly increase sink water pressure thanks to this faucet. Savings offer of 100,000 VND"
1924,2994,Nâng cấp bồn cầu cũ thành bồn cầu tự rửa thông minh như ở nước ngoài chỉ với 799.000đ!,Tự lắp đặt tại nhà trong 5 phút,Miễn phí vận chuyển toàn quốc trong tuần này!,2994.jpg,"Upgrade an old toilet into a smart self-cleaning toilet like abroad for only 799,000 VND! Install it yourself at home in 5 minutes"
1925,2996,Xếp mọi thứ mỹ phẩm phòng tắm nhà bạn gọn gàng như khách sạn 5 sao.,Khuyến mãi 30% cho 5 khách hàng,Bền bỉ và chắc chắn,2996.jpg,Arrange all your bathroom cosmetics neatly like a 5-star hotel. 30% discount for 5 customers
1926,2997,"Giấy dán bếp tráng nhôm cách nhiệt, chống bám dầu mỡ được bà con tìm mua chỉ 149k/cuộn 3m","Không thấm nước, dễ dàng lau chùi, bền màu, không độc hại.","Giấy có sẵn keo chỉ cần lột ra và dán, có thể tự dán dễ dàng",2997.jpg,"Heat-insulating, anti-grease aluminum coated kitchen stickers are sought after by people for only 149k/3m roll. Waterproof, easy to clean, durable, non-toxic."
1927,3002,Bộ di chuyển vật nặng - khuyến mãi lên tới 50%,Bộ di chuyển vật nặng,Bạn có thể di chuyển cả thế giới với nó.,3002.jpg,Heavy object moving set - promotion up to 50% Heavy object moving set
1928,3009,"Xả kho lô hàng ống nhòm 1 mắt quan sát siêu xa 10.000m, lấy nét nhanh. Giảm giá 70%",Khuyến mãi có hạn,50 khách hàng đầu tiên,3009.jpg,"Clearing stock of monocular binoculars with 10,000m super-distance observation, fast focusing. 70% off Limited promotion"
1929,3010,12 công cụ trong 1 món đồ. Rất hữu ích cho mọi nhà,Giá chỉ 250k. Bảo hành 12 tháng,Kiểm tra hàng trước khi thanh toán,3010.jpg,12 tools in 1 item. Very useful for every home Price only 250k. Warranty 12 months
1930,3012,"Xả kho bộ lưỡi cưa gắn máy mài thành bộ cưa gỗ tiện lợi, giảm 70% giá bán 1 ngày",Thiết bị gia dụng Thiên Mỹ,Bảo hành 2 năm,3012.jpg,"Clear stock of saw blade sets attached to grinders into convenient wood saw sets, 70% off sale price for 1 dayThien My home appliances"
1931,3013,Chỉ 2 bát phở cho 1 món dao. Sở hữu ngay bộ 6 món đầy đủ.,Bảo hành 12 tháng,Kiểm tra hàng trước khi thanh toán,3013.jpg,Only 2 bowls of pho for 1 dish. Own a full set of 6 items now. 12 month warranty
1932,3021,Xuất hiện bếp nướng than tiện lợi thông minh cho gia đình tổ chức tiệc ngoài trời giảm 50%,Thiết bị thông minh Vinamart,Thiết bị công nghệ,3021.jpg,"Appearing smart, convenient charcoal grill for families holding outdoor parties, 50% off Vinamart smart equipment"
1933,3022,"Băng keo siêu dính ""không thấm nước - chịu nhiệt độ cao""",Loại bản rộng 10cm dài 5m,"Giá 269,000 đồng",3022.jpg,"Super adhesive tape ""waterproof - high temperature resistant"" 10cm wide and 5m long"
1934,3027,"Bếp gas du lịch mini nhỏ gọn, tiện lợi dễ dàng mang theo nay chỉ 399k miễn phí giao hàng",Cửa hàng nhà bếp Hoàng Long,,3027.jpg,"Mini travel gas stove, compact, convenient and easy to carry, now only 399k with free shipping Hoang Long kitchen store"
1935,3028,Dao cũ đến đâu mài cũng sắc,Máy mài thế hệ mới 2020,"Miễn phí vận chuyển, bảo hành 12 tháng",3028.jpg,"No matter how old the knife is sharpened, it will be sharp. New generation sharpener 2020"
1936,3029,Xả kho giảm đến 50%. Bấm mua ngay để xem thông tin chi tiết sản phẩm,Thông tắc các đường ống thoát nước dễ dàng,Hơn 15.000 người đặt mua thành công,3029.jpg,Clearance reduced by up to 50%. Click buy now to see product details Unclog drain pipes easily
1937,3035,Khỏi tốn tiền ra quán bạn tự giác hơi tại nhà với bộ dụng cụ này. Khuyến mãi 50%,Tự giác hơi tại nhà,Miễn phí vận chuyển,3035.jpg,"Don't waste money going to the store, you can self-cure at home with this kit. 50% off Self-cupping at home"
1938,3038,"Xả kho 30 cây bút kí cao cấp dùng cho các Doanh nhân thành đạt thể hiện phong cách, địa vị","Viết ra mùi thơm của gỗ quý, rước tài lộc về","Cam kết hàng chính hãng, bảo hành 12 tháng",3038.jpg,Clearing stock of 30 high-end signature pens for successful businessmen to show off their style and status. Write down the scent of precious wood and bring in fortune.
1939,3043,Lau nhà không tốn sức chỉ có thể là chổi lau nhà tự vắt,Xả kho ngay hôm nay,Miễn phí vận chuyển toàn quốc,3043.jpg,Effortless cleaning can be done with a self-wringing mop. Clear stock today
